arm,merge_id,scenario_id,file_path,merge_outcome,JoernDataFlowInterference,JoernUnresolvedReference,JoernInfiniteLoop,JoernInvalidLoopBounds,RM2RenameConflict,file_verdict,runtime_s
ctl,pandcorps_pandam__e736609b61,pandcorps_pandam__e736609b61__game-furguardians_src_main_java_org_pandcorps_furguardians_FurGuardiansGame.java,game-furguardians/src/main/java/org/pandcorps/furguardians/FurGuardiansGame.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,100.974
ctl,poetix_protonpack__2ce321af89,poetix_protonpack__2ce321af89__src_main_java_com_codepoetics_protonpack_StreamUtils.java,src/main/java/com/codepoetics/protonpack/StreamUtils.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,66.752
ctl,progether_jadventure__d4407d1e77,progether_jadventure__d4407d1e77__src_main_java_com_jadventure_game_repository_ItemRepository.java,src/main/java/com/jadventure/game/repository/ItemRepository.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,65.237
ctl,progether_jadventure__d62cfd35b9,progether_jadventure__d62cfd35b9__src_main_java_com_jadventure_game_menus_BattleMenu.java,src/main/java/com/jadventure/game/menus/BattleMenu.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,66.67
ctl,reckart_shib-http-client__536fe936a3,reckart_shib-http-client__536fe936a3__src_main_java_de_tudarmstadt_ukp_shibhttpclient_ShibHttpClient.java,src/main/java/de/tudarmstadt/ukp/shibhttpclient/ShibHttpClient.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,70.281
ctl,reckart_shib-http-client__8f3bd71757,reckart_shib-http-client__8f3bd71757__src_main_java_de_tudarmstadt_ukp_shibhttpclient_ShibHttpClient.java,src/main/java/de/tudarmstadt/ukp/shibhttpclient/ShibHttpClient.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,69.663
ctl,recommenders_rival__aa1752831e,recommenders_rival__aa1752831e__rival-examples_src_main_java_net_recommenders_rival_examples_movielens100k_CrossValidatedMahoutKNNRecommenderEvaluator.java,rival-examples/src/main/java/net/recommenders/rival/examples/movielens100k/CrossValidatedMahoutKNNRecommenderEvaluator.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,66.943
ctl,recommenders_rival__aa1752831e,recommenders_rival__aa1752831e__rival-examples_src_main_java_net_recommenders_rival_examples_movielens100k_TemporalSplitMahoutKNNRecommenderEvaluator.java,rival-examples/src/main/java/net/recommenders/rival/examples/movielens100k/TemporalSplitMahoutKNNRecommenderEvaluator.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,67.003
ctl,relayrides_pushy__43129f9c9a,relayrides_pushy__43129f9c9a__src_main_java_com_relayrides_pushy_apns_PushManager.java,src/main/java/com/relayrides/pushy/apns/PushManager.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,65.106
ctl,relayrides_pushy__9446136376,relayrides_pushy__9446136376__src_main_java_com_relayrides_pushy_apns_ApnsClientThread.java,src/main/java/com/relayrides/pushy/apns/ApnsClientThread.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,73.212
ctl,renepickhardt_generalized-language-modeling-toolkit__f8105ddc44,renepickhardt_generalized-language-modeling-toolkit__f8105ddc44__src_de_typology_utils_Config.java,src/de/typology/utils/Config.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,65.73
ctl,richardwarburton_lambda-behave__8695b13525,richardwarburton_lambda-behave__8695b13525__lambda-behave_src_main_java_com_insightfullogic_lambdabehave_BehaveRunner.java,lambda-behave/src/main/java/com/insightfullogic/lambdabehave/BehaveRunner.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,64.847
ctl,sachin-handiekar_jinstagram__210897a17d,sachin-handiekar_jinstagram__210897a17d__src_main_java_org_jinstagram_realtime_Constants.java,src/main/java/org/jinstagram/realtime/Constants.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,62.035
ctl,sachin-handiekar_jinstagram__210897a17d,sachin-handiekar_jinstagram__210897a17d__src_main_java_org_jinstagram_realtime_InstagramSubscription.java,src/main/java/org/jinstagram/realtime/InstagramSubscription.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,64.596
ctl,sander2798_enderstone__4cf9ea9f17,sander2798_enderstone__4cf9ea9f17__src_org_enderstone_server_Main.java,src/org/enderstone/server/Main.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,65.943
ctl,sander2798_enderstone__4cf9ea9f17,sander2798_enderstone__4cf9ea9f17__src_org_enderstone_server_packet_NetworkManager.java,src/org/enderstone/server/packet/NetworkManager.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,65.684
ctl,sander2798_enderstone__ba66c3e8b2,sander2798_enderstone__ba66c3e8b2__src_org_enderstone_server_Location.java,src/org/enderstone/server/Location.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,64.425
ctl,sander2798_enderstone__bd46a612d1,sander2798_enderstone__bd46a612d1__src_org_enderstone_server_Main.java,src/org/enderstone/server/Main.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,70.533
ctl,sandergielisse_enderstone__272bbb1c0f,sandergielisse_enderstone__272bbb1c0f__src_org_enderstone_server_inventory_CraftingInventory.java,src/org/enderstone/server/inventory/CraftingInventory.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,64.031
ctl,sandergielisse_enderstone__272bbb1c0f,sandergielisse_enderstone__272bbb1c0f__src_org_enderstone_server_inventory_PlayerInventory.java,src/org/enderstone/server/inventory/PlayerInventory.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,64.691
ctl,sandergielisse_enderstone__8e17a2983e,sandergielisse_enderstone__8e17a2983e__src_org_enderstone_server_packet_NetworkManager.java,src/org/enderstone/server/packet/NetworkManager.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,68.632
ctl,sandergielisse_enderstone__bae18e3ef8,sandergielisse_enderstone__bae18e3ef8__src_org_enderstone_server_entity_EnderEntity.java,src/org/enderstone/server/entity/EnderEntity.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,66.959
ctl,sandergielisse_enderstone__bae18e3ef8,sandergielisse_enderstone__bae18e3ef8__src_org_enderstone_server_entity_EntityMob.java,src/org/enderstone/server/entity/EntityMob.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,67.434
ctl,sd4324530_fastweixin__53b5138ff7,sd4324530_fastweixin__53b5138ff7__src_main_java_com_github_sd4324530_fastweixin_servlet_WeixinSupport.java,src/main/java/com/github/sd4324530/fastweixin/servlet/WeixinSupport.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,71.321
ctl,sebfz1_wicket-jquery-ui__0f6ed11d6f,sebfz1_wicket-jquery-ui__0f6ed11d6f__wicket-kendo-ui_src_main_java_com_googlecode_wicket_kendo_ui_widget_treeview_AjaxTreeView.java,wicket-kendo-ui/src/main/java/com/googlecode/wicket/kendo/ui/widget/treeview/AjaxTreeView.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,65.848
ctl,semanticvectors_semanticvectors__4dbe868ff9,semanticvectors_semanticvectors__4dbe868ff9__src_main_java_pitt_search_semanticvectors_LuceneUtils.java,src/main/java/pitt/search/semanticvectors/LuceneUtils.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,68.528
ctl,socialsensor_graphdb-benchmarks__87e995db56,socialsensor_graphdb-benchmarks__87e995db56__src_main_java_eu_socialsensor_graphdatabases_Neo4jGraphDatabase.java,src/main/java/eu/socialsensor/graphdatabases/Neo4jGraphDatabase.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,69.52
ctl,socialsensor_graphdb-benchmarks__87e995db56,socialsensor_graphdb-benchmarks__87e995db56__src_main_java_eu_socialsensor_graphdatabases_TitanGraphDatabase.java,src/main/java/eu/socialsensor/graphdatabases/TitanGraphDatabase.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,71.595
ctl,square_javapoet__c0f4a89bc0,square_javapoet__c0f4a89bc0__src_main_java_com_squareup_javawriter_JavaWriter.java,src/main/java/com/squareup/javawriter/JavaWriter.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,73.114
ctl,square_javapoet__c0f4a89bc0,square_javapoet__c0f4a89bc0__src_test_java_com_squareup_javawriter_JavaWriterTest.java,src/test/java/com/squareup/javawriter/JavaWriterTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,70.681
ctl,srt_asterisk-java__99ba7cc5bd,srt_asterisk-java__99ba7cc5bd__src_main_java_org_asteriskjava_live_internal_AsteriskServerImpl.java,src/main/java/org/asteriskjava/live/internal/AsteriskServerImpl.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,73.422
ctl,steveice10_mcprotocollib__ba0c6af56c,steveice10_mcprotocollib__ba0c6af56c__src_main_java_com_github_steveice10_mc_protocol_MinecraftConstants.java,src/main/java/com/github/steveice10/mc/protocol/MinecraftConstants.java,conflict,,,,,,DIVERGED,0.268
ctl,structr_structr__b0df448496,structr_structr__b0df448496__structr-core_src_main_java_org_structr_common_SecurityContext.java,structr-core/src/main/java/org/structr/common/SecurityContext.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,71.081
ctl,swagger-api_swagger-parser__2316e42a34,swagger-api_swagger-parser__2316e42a34__modules_swagger-parser_src_test_java_io_swagger_parser_OpenAPIParserTest.java,modules/swagger-parser/src/test/java/io/swagger/parser/OpenAPIParserTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,69.582
ctl,synbiodex_libsbolj__0ceaff01a9,synbiodex_libsbolj__0ceaff01a9__core2_src_main_java_org_sbolstandard_core2_SBOLDocument.java,core2/src/main/java/org/sbolstandard/core2/SBOLDocument.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,88.139
ctl,syncleus_ferma__dc1fdab4a2,syncleus_ferma__dc1fdab4a2__totorom-tinkerpop2_src_main_java_org_jglue_totorom_FramedGraph.java,totorom-tinkerpop2/src/main/java/org/jglue/totorom/FramedGraph.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,65.531
ctl,t-oster_liblasercut__f64046a00a,t-oster_liblasercut__f64046a00a__src_main_java_de_thomas_oster_liblasercut_drivers_GenericGcodeDriver.java,src/main/java/de/thomas_oster/liblasercut/drivers/GenericGcodeDriver.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,73.604
ctl,tabulapdf_tabula-java__c603b0f4aa,tabulapdf_tabula-java__c603b0f4aa__src_main_java_technology_tabula_ObjectExtractorStreamEngine.java,src/main/java/technology/tabula/ObjectExtractorStreamEngine.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,66.216
ctl,techblue_alfresco-restclient__8e71d5b8d7,techblue_alfresco-restclient__8e71d5b8d7__src_test_java_uk_co_techblue_alfresco_client_test_AlfrescoServiceTest.java,src/test/java/uk/co/techblue/alfresco/client/test/AlfrescoServiceTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,64.964
ctl,teknux-org_jetty-bootstrap__993299fa8b,teknux-org_jetty-bootstrap__993299fa8b__src_main_java_org_genux_jettybootstrap_JettyBootstrap.java,src/main/java/org/genux/jettybootstrap/JettyBootstrap.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,66.379
ctl,teknux-org_jetty-bootstrap__993299fa8b,teknux-org_jetty-bootstrap__993299fa8b__src_main_java_org_genux_jettybootstrap_configuration_JettyConfiguration.java,src/main/java/org/genux/jettybootstrap/configuration/JettyConfiguration.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,64.775
ctl,threeten_threeten-extra__419518c223,threeten_threeten-extra__419518c223__src_main_java_org_threeten_extra_chrono_Symmetry010Date.java,src/main/java/org/threeten/extra/chrono/Symmetry010Date.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,68.548
ctl,threeten_threeten-extra__419518c223,threeten_threeten-extra__419518c223__src_test_java_org_threeten_extra_chrono_TestSymmetry010Chronology.java,src/test/java/org/threeten/extra/chrono/TestSymmetry010Chronology.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,72.438
ctl,threeten_threeten-extra__f0bf686f17,threeten_threeten-extra__f0bf686f17__src_main_java_org_threeten_extra_scale_UtcInstant.java,src/main/java/org/threeten/extra/scale/UtcInstant.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,66.698
ctl,titokone_titokone__b4ac484b6a,titokone_titokone__b4ac484b6a__src_main_java_fi_helsinki_cs_titokone_Compiler.java,src/main/java/fi/helsinki/cs/titokone/Compiler.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,75.758
ctl,tkelley-eg_collectd-fast-jmx__558343d132,tkelley-eg_collectd-fast-jmx__558343d132__src_main_java_org_collectd_AttributePermutation.java,src/main/java/org/collectd/AttributePermutation.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,66.985
ctl,tupilabs_tap4j__99628e2c44,tupilabs_tap4j__99628e2c44__tap4j-ext_src_main_java_org_tap4j_ext_junit_listener_TapListener.java,tap4j-ext/src/main/java/org/tap4j/ext/junit/listener/TapListener.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,66.847
ctl,uklimaschewski_evalex__15aa26eab7,uklimaschewski_evalex__15aa26eab7__src_com_udojava_evalex_Expression.java,src/com/udojava/evalex/Expression.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,73.869
ctl,unitsofmeasurement_uom-se__c2ae9d4caa,unitsofmeasurement_uom-se__c2ae9d4caa__src_main_java_tec_uom_se_AbstractUnit.java,src/main/java/tec/uom/se/AbstractUnit.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,66.423
ctl,unitsofmeasurement_uom-se__c2ae9d4caa,unitsofmeasurement_uom-se__c2ae9d4caa__src_main_java_tec_uom_se_format_SimpleUnitFormat.java,src/main/java/tec/uom/se/format/SimpleUnitFormat.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,71.109
ctl,uwolfer_gerrit-rest-java-client__35856ab8bd,uwolfer_gerrit-rest-java-client__35856ab8bd__src_test_java_com_urswolfer_gerrit_client_rest_http_GerritRestClientTest.java,src/test/java/com/urswolfer/gerrit/client/rest/http/GerritRestClientTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,67.464
ctl,verhas_djcproxy__db3b9bf795,verhas_djcproxy__db3b9bf795__src_main_java_com_javax0_djcproxy_ProxySourceFactory.java,src/main/java/com/javax0/djcproxy/ProxySourceFactory.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,66.781
ctl,vojtechhabarta_typescript-generator__05aea6d7c1,vojtechhabarta_typescript-generator__05aea6d7c1__typescript-generator-core_src_main_java_cz_habarta_typescript_generator_ext_BeanPropertyPathExtension.java,typescript-generator-core/src/main/java/cz/habarta/typescript/generator/ext/BeanPropertyPathExtension.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,65.834
ctl,wokier_teh__4291bbd98f,wokier_teh__4291bbd98f__src_test_java_teh_perf_PerfTest.java,src/test/java/teh/perf/PerfTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,62.664
ctl,wvengen_proguard-maven-plugin__1cc9601e1f,wvengen_proguard-maven-plugin__1cc9601e1f__src_main_java_com_github_wvengen_maven_proguard_ProGuardMojo.java,src/main/java/com/github/wvengen/maven/proguard/ProGuardMojo.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,73.528
ctl,xebia_xebium__817270a3db,xebia_xebium__817270a3db__src_main_java_com_xebia_incubator_xebium_SeleniumDriverFixture.java,src/main/java/com/xebia/incubator/xebium/SeleniumDriverFixture.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,67.646
ctl,yubico_ykneo-openpgp__2766bd7444,yubico_ykneo-openpgp__2766bd7444__applet_src_openpgpcard_OpenPGPApplet.java,applet/src/openpgpcard/OpenPGPApplet.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,74.899
ctl,yubico_ykneo-openpgp__2766bd7444,yubico_ykneo-openpgp__2766bd7444__test_test_openpgpcardTest_OpenPGPAppletTest.java,test/test/openpgpcardTest/OpenPGPAppletTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,68.626
ctl,yubico_ykneo-openpgp__b145a6bdbc,yubico_ykneo-openpgp__b145a6bdbc__applet_src_openpgpcard_OpenPGPApplet.java,applet/src/openpgpcard/OpenPGPApplet.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,74.065
ctl,yubico_ykneo-openpgp__b145a6bdbc,yubico_ykneo-openpgp__b145a6bdbc__applet_src_openpgpcard_PGPKey.java,applet/src/openpgpcard/PGPKey.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,64.812
